ASSET_TYPE,TYPE_DESCRIPTION,DEDICATION,ORIENTATION,PLAQUE,MANUFACTURER,PLAQUE_SPONSOR,FINISH_TYPE,ASSET_CLASS,ASSET_CD,LOCATION_DETAIL,STEWARD,MAINTAINED_BY,MAINT_INFO,LIFE_CYCLE_STATUS,longitude,latitude,location
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,SIG745,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.18229969030105,51.01934532924094,"(51.01934532924094, -114.18229969030105)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,NATURAL WOOD,,BRE385,,CALGARY PARKS SHARED,LEASE HOLDER,WITHIN COMMUNITY GARDEN,ACTIVE,-114.13665365173087,51.09896626594283,"(51.09896626594283, -114.13665365173087)"
3,MEMORIAL BENCH,REG POLLARD,SE,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,AS PER M REID:WOOD SLATES ARE BEING REPLACE & WILL BE USING EXISITING FRAMES; acr 3,BOW220,BOWNESS PRK-WEST END,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.22988693983827,51.09753465588507,"(51.09753465588507, -114.22988693983827)"
5,PARKS BENCH,,S,PRESENT,,,PAINTED,2015_ACR 2,MRT330,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.94769329961403,51.12092570017504,"(51.12092570017504, -113.94769329961403)"
3,MEMORIAL BENCH,"PAUL, DON & CONNIE",S,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,GPK704,"N GLENMORE PRK-E OF PRKNG LOT ""H""",CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.13087028650544,50.988663202925444,"(50.988663202925444, -114.13087028650544)"
3,MEMORIAL BENCH,GERTRUDE EDITH MCKEE / GEORGE ALEXANDER HARRIS,N,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,HIL056,RILEY PARK-S END UNDER TREES - 100 YDS E OF PLAYGROUND,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.08933624063059,51.057770318661646,"(51.057770318661646, -114.08933624063059)"
3,MEMORIAL BENCH,FRANK B. MATTHEWS,N,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,AREA UNDER CONSTRUCTION: NO ACCESS. X NO ACR,ING012,,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.04124966033032,51.044591640909026,"(51.044591640909026, -114.04124966033032)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,NATURAL WOOD,,EVE805,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12617425390094,50.91692178357298,"(50.91692178357298, -114.12617425390094)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,RECYCLED PLASTIC / COMPOSITE,,BRI673,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.09590024395888,50.89737469573823,"(50.89737469573823, -114.09590024395888)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,OAK069,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.13624046300257,50.970756373570325,"(50.970756373570325, -114.13624046300257)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,ACCESSIBLE PICNIC TABLES,ACTIVE,-114.21984398963642,51.098070549364806,"(51.098070549364806, -114.21984398963642)"
3,MEMORIAL BENCH,KHOJALY TRAGEDY,SW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,ACR 3,POI503,BOW RIV N-PT MCKAY-S OF TENNIS CRT ON PATH,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.14577270226262,51.05762843715201,"(51.05762843715201, -114.14577270226262)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PAINTED,METAL,CIT425,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.19369924523599,51.146364531675886,"(51.146364531675886, -114.19369924523599)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,KIL874,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.13031995170286,51.0360495765212,"(51.0360495765212, -114.13031995170286)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,POWDER COATED,,NGM528,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-114.11196402474621,50.99786609716226,"(50.99786609716226, -114.11196402474621)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,LACQUERED WOOD,,PAN077,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08265595370979,51.16513927288571,"(51.16513927288571, -114.08265595370979)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,WHL492,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.10974463645844,51.05478795051762,"(51.05478795051762, -114.10974463645844)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,POWDER COATED,,PKD497,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.14282910029117,51.06344673337931,"(51.06344673337931, -114.14282910029117)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,POWDER COATED,,WHL489,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.1160562066199,51.058090390814904,"(51.058090390814904, -114.1160562066199)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,ACR 3,WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.1551084802057,51.063828104638866,"(51.063828104638866, -114.1551084802057)"
3,MEMORIAL BENCH,"""A GRAY HEAD IS A CROWN OF GLORY""",SE,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,ALT701,RIVER PARK-X FRM 451Q5 14A ST. SW,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.09480031909268,51.01374038706454,"(51.01374038706454, -114.09480031909268)"
5,PARKS BENCH,,,NOT APPLICABLE,,,NATURAL WOOD,INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION;FL UNSURE IF INSTALLED BEFORE OR AFTER 2013 FLOOD. NO DEBRIS PRESENT. CONFIRM MAINTENANCE SEE PICTURE,ING037,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.01593901701749,51.04007335791646,"(51.04007335791646, -114.01593901701749)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,NATURAL WOOD,,GAG557,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12443404479238,51.004316610423466,"(51.004316610423466, -114.12443404479238)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,2015/09/24: SPATIAL AS PER 2012 LAYOUT PLAN,BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.22226513180142,51.09821435368851,"(51.09821435368851, -114.22226513180142)"
3,MEMORIAL BENCH,CLARENCE & ANNIE MCCORMICK,SW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,FLD ACR 3. SEE PICTURE-OGD792_MCCORMICK BENCH,OGD792,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.02530524673536,50.99905984599119,"(50.99905984599119, -114.02530524673536)"
3,MEMORIAL BENCH,DR ARLENE MCGINN,NE,PRESENT,,PARKS FOUNDATION,PAINTED,,DNC105,JAMES SHORT PARK,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.06378144141964,51.04874114388532,"(51.04874114388532, -114.06378144141964)"
3,MEMORIAL BENCH,PAUL NORMAN WARREN,SW,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,ACR 2,MON503,EDWORTHY PARK-NXT TO ANGEL'S ICE CREAM PARLOUR,CALGARY PARKS,CALGARY PARKS,REPAIR FRAME AND PLAQUE,ACTIVE,-114.15333301104786,51.06483046588993,"(51.06483046588993, -114.15333301104786)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PLASTICIZED,,CGR208,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.21654016708601,51.07094414077744,"(51.07094414077744, -114.21654016708601)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,NATURAL WOOD,XX ACR 2,NEB844,,CALGARY PARKS,DEVELOPER CONSTRUCTION,,INSTALLED,-113.93750919236031,50.92229204221813,"(50.92229204221813, -113.93750919236031)"
1,BLEACHER,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,MCI092,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-114.01824188679035,51.09160910691769,"(51.09160910691769, -114.01824188679035)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,POWDER COATED,,GAG558,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12717969458781,51.00270735103597,"(51.00270735103597, -114.12717969458781)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,ACR 3,EAU121,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06977191988292,51.05241725740101,"(51.05241725740101, -114.06977191988292)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,NATURAL WOOD,,PAN030,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.0807585289818,51.15822988467226,"(51.15822988467226, -114.0807585289818)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PLASTICIZED,ACR 3,CHN113,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06459479955754,51.052573776645055,"(51.052573776645055, -114.06459479955754)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,"AS PER M REID; REMOVED DUE TO CONSTRUCTION, NOT FLOOD;  acr 2",BOW220,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.22781968641667,51.09805233737447,"(51.09805233737447, -114.22781968641667)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,NATURAL WOOD,,SHS419,,CALGARY PARKS,CALGARY PARKS SHARED,MAINTENANCE AGREEMENT BTWN  CITY AND FAIRWAYS VILLAS SOUTH HOMEOWNERS ASSOCIATION ON FILE - NO EXPIRY,ACTIVE,-114.08524845703018,50.92191417590699,"(50.92191417590699, -114.08524845703018)"
3,MEMORIAL BENCH,LESLEY BOWSER,N,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,GPK704,S GLENMORE PRK,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.13520862271406,50.98016092555064,"(50.98016092555064, -114.13520862271406)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PLASTICIZED,,RAM415,,CALGARY PARKS,CALGARY PARKS AND OTHER BU,,ACTIVE,-114.04872083062828,51.03431046082907,"(51.03431046082907, -114.04872083062828)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,ACR 2,EAU120,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07296944227384,51.05554200521272,"(51.05554200521272, -114.07296944227384)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PAINTED,,DRG546,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.01792403848377,50.92456823768338,"(50.92456823768338, -114.01792403848377)"
1,BLEACHER,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,SOV767,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.98823489160982,51.03299841207777,"(51.03299841207777, -113.98823489160982)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,NATURAL WOOD,,SCE275,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.21468990021606,51.11439620046225,"(51.11439620046225, -114.21468990021606)"
3,MEMORIAL BENCH,,NE,NOT INSTALLED,,PARKS FOUNDATION,LACQUERED WOOD,,CAN345,CANYON MEADOWS-BABBLING BRK PRK-W OF 227 CANNELL PL SW,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.08053077161922,50.940048502867135,"(50.940048502867135, -114.08053077161922)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PAINTED,,EVN267,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12001452770161,51.1649333486011,"(51.1649333486011, -114.12001452770161)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PLASTICIZED,,COV972,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.04398099654185,51.168549516418466,"(51.168549516418466, -114.04398099654185)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.15595344647313,51.06330279935342,"(51.06330279935342, -114.15595344647313)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.13291317064224,50.98924295093164,"(50.98924295093164, -114.13291317064224)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PAINTED,,STA539,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12458196660991,51.06249033678861,"(51.06249033678861, -114.12458196660991)"
5,PARKS BENCH,NOT APPLICABLE,E,NOT APPLICABLE,,,COMOSITE WITHOUT FINISH,,BOW210,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.17822011046177,51.08039038094395,"(51.08039038094395, -114.17822011046177)"
3,MEMORIAL BENCH,KEVIN,SE,PRESENT,,THE MCDOUGALL FAMILY,PAINTED,,DOV030,VALLEYVIEW REGIONAL PARK,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-113.99387062153572,51.02620698724285,"(51.02620698724285, -113.99387062153572)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,NATURAL WOOD,XX ACR 2 NO BACKREST,AUB201,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.96398347327755,50.895048682563704,"(50.895048682563704, -113.96398347327755)"
6,PICNIC TABLE,,,NOT APPLICABLE,,,PAINTED,,MOP671,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08209166883292,51.07635891945352,"(51.07635891945352, -114.08209166883292)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PAINTED,,MOR388,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.92769954993224,51.08295538335051,"(51.08295538335051, -113.92769954993224)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PLASTICIZED,WOODEN TOP PLASTIC SEATS,MOR298,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-113.93018979478474,51.07652929699116,"(51.07652929699116, -113.93018979478474)"
3,MEMORIAL BENCH,CATHRYN CAT NICOLE MARGETTS - WE TAKE DIFFERENT,NE,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,ALT701,RIVER PARK-AT DOG WATER FOUNTAIN-14A ST & 47 AVE SW,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.09500832474014,51.012359645216556,"(51.012359645216556, -114.09500832474014)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,SHG920,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-114.1187984882872,51.03987711460747,"(51.03987711460747, -114.1187984882872)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,PAINTED,,ALB630,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-113.9984386024927,51.04206102635536,"(51.04206102635536, -113.9984386024927)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PAINTED,,MAH021,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.9360871366683,50.89101920035564,"(50.89101920035564, -113.9360871366683)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,,,DNC070,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06980480902055,51.04653188547901,"(51.04653188547901, -114.06980480902055)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,PAINTED,,VAR332,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.14979326029778,51.09558115037296,"(51.09558115037296, -114.14979326029778)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,PLASTICIZED,,CGR207,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.20219815714213,51.07287098912239,"(51.07287098912239, -114.20219815714213)"
3,MEMORIAL BENCH,"WALTER, MONTY AND KONA",SW,PRESENT,,,LACQUERED WOOD,XX ACR 2,DIS100,,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.21107547294488,51.00914964476791,"(51.00914964476791, -114.21107547294488)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,SHG920,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-114.11880051627034,51.039957535699486,"(51.039957535699486, -114.11880051627034)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,NATURAL WOOD,,WSP038,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.22144376324835,51.06499497268502,"(51.06499497268502, -114.22144376324835)"
5,PARKS BENCH,NOT APPLICABLE,SE,NOT APPLICABLE,,,PAINTED,,FHT611,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.97224071176416,51.04593879737177,"(51.04593879737177, -113.97224071176416)"
5,PARKS BENCH,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,HUN586,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07783006958363,51.11330933923102,"(51.11330933923102, -114.07783006958363)"
5,PARKS BENCH,,SE,NOT APPLICABLE,,,DECORATIVE MATERIAL,2015_ACR 2,CGR208,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.21721949988388,51.07026530020807,"(51.07026530020807, -114.21721949988388)"
5,PARKS BENCH,,W,NOT APPLICABLE,,,PAINTED,2017/10/18: M WONG - ESTABLISHED COMMUNITY UPGRADES; FINAL MAINTENANCE CERTIFICATE ISSUED; USED THAT DATE FOR FAC/ACTIVE DATE; INSTALL DT EXISTING-CAME FROM PREVIOUS CHANGE REQUESTS-USED IN CCC DT,WGT762,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.1576487193267,51.04447567416086,"(51.04447567416086, -114.1576487193267)"
1,BLEACHER,NOT APPLICABLE,N,NOT APPLICABLE,,,PAINTED,,MOP805,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.0834007442033,51.07300920979602,"(51.07300920979602, -114.0834007442033)"
3,MEMORIAL BENCH,,E,PRESENT,,,NATURAL WOOD,2017/05/17: NOT ON PLAN; ASSUMING INSTALLED AS PART OF PARKS FOUNDATION SE CALGARY PH2A GREENWAY,12B001,PARKS FOUNDATION SE CALGARY PH2A GREENWAY,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.91090543707375,50.939952541158156,"(50.939952541158156, -113.91090543707375)"
5,PARKS BENCH,DEDICATED TO THE PLAYGROUND,N,NOT APPLICABLE,,PARKS FOUNDATION,PAINTED,INSTALL DT BASED ON RULES DEVELOPED 2016/05/17-SEE GIS MANUAL-INSTALL_DT ATTRIBUTES SECTION,ASP501,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.19255061514247,51.04313587162181,"(51.04313587162181, -114.19255061514247)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,SAN759,,CALGARY PARKS SHARED,LEASE HOLDER,,ACTIVE,-114.09160451179055,51.136493434526436,"(51.136493434526436, -114.09160451179055)"
3,MEMORIAL BENCH,PAUL & ALEX FETSKO,W,PRESENT,,,LACQUERED WOOD,,STA544,ROTARY PRK-JIM FISH RIDGE,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.12134934315668,51.06420686648047,"(51.06420686648047, -114.12134934315668)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,CAP670,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.09238409879434,51.0740528778368,"(51.0740528778368, -114.09238409879434)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,GPK704,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12919016037438,50.987959048888854,"(50.987959048888854, -114.12919016037438)"
3,MEMORIAL BENCH,Dedicated to ...,SE,NOT INSTALLED,,,NATURAL WOOD,GREENWAY,RYV001,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.20899625467875,51.148612414374,"(51.148612414374, -114.20899625467875)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PAINTED,,DNC100,,CORPORATE PROPERTIES,CALGARY PARKS,,ACTIVE,-114.05834616738092,51.04579462383178,"(51.04579462383178, -114.05834616738092)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,POWDER COATED,,THO702,,CALGARY PARKS SHARED,CALGARY PARKS,,ACTIVE,-114.0618431171859,51.10042471164453,"(51.10042471164453, -114.0618431171859)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,COMOSITE WITHOUT FINISH,ACR 2 COMPOSITE MATERIAL,MON291,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.17343126389315,51.07776420391219,"(51.07776420391219, -114.17343126389315)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,NATURAL WOOD,,GAW638,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.11633007711349,51.01919244185139,"(51.01919244185139, -114.11633007711349)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,LACQUERED WOOD,,BLN007,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.07009720013431,51.04146130544155,"(51.04146130544155, -114.07009720013431)"
5,PARKS BENCH,NOT APPLICABLE,S,NOT APPLICABLE,,,PAINTED,,SNA868,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.09850338862468,51.04362377887271,"(51.04362377887271, -114.09850338862468)"
5,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,NATURAL WOOD,,BLN004,,CALGARY PARKS,CALGARY PARKS,LEANING  RAIL; JARRAH WOOD,ACTIVE,-114.08800477889744,51.03992671144364,"(51.03992671144364, -114.08800477889744)"
5,PARKS BENCH,NOT APPLICABLE,NE,NOT APPLICABLE,,,LACQUERED WOOD,ACR 3,CHN113,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06494282130976,51.053162766561634,"(51.053162766561634, -114.06494282130976)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,PAINTED,,CAN343,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08154020069863,50.94170843934329,"(50.94170843934329, -114.08154020069863)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,COMOSITE WITHOUT FINISH,ACR 2 COMPOSITE MATERIAL,MON291,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.17413740507108,51.07773937200584,"(51.07773937200584, -114.17413740507108)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,CAP670,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.08973697022455,51.07262429514029,"(51.07262429514029, -114.08973697022455)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,ARB305,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.19181251971911,51.131429185189226,"(51.131429185189226, -114.19181251971911)"
5,PARKS BENCH,,SE,NOT APPLICABLE,,,NATURAL WOOD,2015_ACR 2 NEW ASSET DISCOVERED,RAM415,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.04719100010433,51.03931210041502,"(51.03931210041502, -114.04719100010433)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,PLASTICIZED,XX ACR 2,SVO869,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.0913751306799,50.88537959544683,"(50.88537959544683, -114.0913751306799)"
5,PARKS BENCH,,W,NOT APPLICABLE,,,NATURAL WOOD,XX ACR 2,NEB844,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.94156685140183,50.920895318119676,"(50.920895318119676, -113.94156685140183)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,ACR 3,WLD050,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.1543919383655,51.06316731520873,"(51.06316731520873, -114.1543919383655)"
6,PICNIC TABLE,NOT APPLICABLE,,NOT APPLICABLE,,,PAINTED,,CAP670,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.09003792727961,51.07268366539363,"(51.07268366539363, -114.09003792727961)"
1,BLEACHER,NOT APPLICABLE,E,NOT APPLICABLE,,,PAINTED,,MRL522,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.97369655855005,51.05800698728019,"(51.05800698728019, -113.97369655855005)"
5,PARKS BENCH,NOT APPLICABLE,W,NOT APPLICABLE,,,NATURAL WOOD,,AUB014,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-113.94338624932597,50.89418597289689,"(50.89418597289689, -113.94338624932597)"
5,PARKS BENCH,NOT APPLICABLE,SW,NOT APPLICABLE,,,NATURAL WOOD,,EDG846,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.12638670676074,51.138207306516044,"(51.138207306516044, -114.12638670676074)"
5,PARKS BENCH,NOT APPLICABLE,NW,NOT APPLICABLE,,,TO BE IDENTIFIED,ACR 2. METAL FINISH,CHN008,,CALGARY PARKS,CALGARY PARKS,,ACTIVE,-114.06591784151003,51.0512383580753,"(51.0512383580753, -114.06591784151003)"
5,PARKS BENCH,NOT APPLICABLE,,NOT APPLICABLE,,,DECORATIVE MATERIAL,,BLN016,,CALGARY PARKS,CALGARY PARKS,BALAU WOOD BENCH SLATS & CIP CONCRETE END BLOCK,ACTIVE,-114.08317084741492,51.04175556432219,"(51.04175556432219, -114.08317084741492)"
3,MEMORIAL BENCH,TERRIE LOUISE MALVIN,S,PRESENT,,PARKS FOUNDATION,LACQUERED WOOD,,RDL560,CRESCENT RD NW-X FROM 926 CR RD NW,CALGARY PARKS,CALGARY PARKS,PARKS FOUNDATION FUNDING; SEE REPOSITORY FOR DETAILS,ACTIVE,-114.08170541187268,51.05931058685509,"(51.05931058685509, -114.08170541187268)"
